Date,Close,High,Low,Open,Volume
2018-01-02,53.05935287475586,53.15600571430183,52.07439323739906,52.22933502198347,24752000
2018-01-03,53.93022537231445,54.12004170065094,52.97017392960718,53.024977322253164,28604000
2018-01-04,54.12552261352539,54.482740536935125,54.00605213021857,54.20523802111377,20092000
2018-01-05,54.914188385009766,55.01482851586672,54.404518360980745,54.504162619409385,25582000
2018-01-08,55.14884567260742,55.36456988594479,54.88379916670449,54.9141884799799,20952000
2018-01-09,55.114967346191406,55.32969568842885,54.86441800456917,55.27140674259208,18050000
2018-01-10,54.93312072753906,55.032263247564586,54.609283543219235,54.6586058351278,20856000
2018-01-11,55.078102111816406,55.128169409450074,54.78266248413081,55.11696014276911,19566000
2018-01-12,55.91210174560547,56.01323981226761,54.860380643720845,54.923154815809134,34410000
2018-01-16,55.88719177246094,56.791440104208306,55.691495245169435,56.42276586371913,31506000
2018-01-17,56.396366119384766,56.42725717209351,55.65054504060468,56.10939899666398,24052000
2018-01-18,56.28725051879883,56.42276518339767,55.67495244923095,56.36796179412958,23964000
2018-01-19,56.671871185302734,56.6893103554169,56.21302107661241,56.38888758115513,35564000
2018-01-22,57.583595275878906,57.78636553623037,56.552301003238064,56.6708744346418,32360000
2018-01-23,58.2890625,58.371613481434274,57.730070190272194,57.78487358148314,26662000
2018-01-24,58.00358963012695,58.781791709293806,57.84466055467234,58.65574542901182,28332000
2018-01-25,58.308990478515625,58.58649298387276,57.92985197262779,58.41660171345427,29610000
2018-01-26,58.581512451171875,58.581512451171875,57.69818499465332,58.54365029302297,40376000
2018-01-29,58.56855773925781,59.13203528537411,58.38920187428582,58.61339860602072,27578000
2018-01-30,57.9761848449707,58.615386666210334,57.96771232774332,58.18244065578702,31126000
2018-01-31,58.287567138671875,58.44001923716927,57.749001630942814,58.318952323106224,30774000
2018-02-01,58.175968170166016,58.489842838858365,57.66879161864634,57.92238179492612,48242000
2018-02-02,55.39596176147461,55.95246062585598,55.165687155738865,55.89915103975047,97158000
2018-02-05,52.60100173950195,55.30129846396112,52.41317715603265,54.33477004924922,75966000
2018-02-06,53.8365592956543,53.89186062364573,50.97369594317276,51.17512444508008,68960000
2018-02-07,52.241294860839844,53.89535158677829,52.225349498419874,53.88339351522329,47384000
2018-02-08,49.8967170715332,52.74149508476534,49.853871750831146,52.58157013593477,57182000
2018-02-09,51.70322799682617,52.011621573270794,49.450321201803916,50.680402351855406,70118000
2018-02-12,52.40869140625,52.8849807007185,51.860060721954085,52.21239810793834,41154000
